,Network,Five Star,Profit Or Non-Profit,Chain Owned,Late Shift,Number Of Dialysis Stations,Offers In-Center Hemodialysis,Offers Peritoneal Dialysis,Offers Home Hemodialysis Training,Percentage Of Medicare Patients With Hgb < 10 g/dL,Percentage Of Medicare Patients With Hgb > 12 g/dL,Percent Of Adult HD Patients With Kt/V >= 1.2,Percentage Of Adult Patients With Hypercalcemia (Serum Calcium Greater Than 10.2 mg/dL),Percentage Of Adult Patients With Serum Phosphorus Less Than 3.5 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Between 3.5 - 4.5 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Between 4.6 - 5.5 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Between 5.6 - 7.0 mg/dL,Percentage Of Adult Patients With Serum Phosphorus Greater Than 7.0 mg/dL,Mortality Rate (Facility),Readmission Rate (Facility),Hospitalization Rate (Facility),Standard Infection Ratio,Transfusion Rate (Facility),Fistula Rate (Facility),Percentage Of Adult Patients With Long Term Catheter In Use,Standardized First Kidney Transplant Waitlist Ratio,Percentage Of Prevalent Patients Waitlisted,State_AL,State_AR,State_AS,State_AZ,State_CA,State_CO,State_CT,State_DC,State_DE,State_FL,State_GA,State_GU,State_HI,State_IA,State_ID,State_IL,State_IN,State_KS,State_KY,State_LA,State_MA,State_MD,State_ME,State_MI,State_MN,State_MO,State_MP,State_MS,State_MT,State_NC,State_ND,State_NE,State_NH,State_NJ,State_NM,State_NV,State_NY,State_OH,State_OK,State_OR,State_PA,State_PR,State_RI,State_SC,State_SD,State_TN,State_TX,State_UT,State_VA,State_VI,State_VT,State_WA,State_WI,State_WV,State_WY,Chain Organization_ATLANTIS HEALTHCARE GROUP,Chain Organization_CENTERS FOR DIALYSIS CARE,Chain Organization_CENTRACARE DIALYSIS,Chain Organization_CENTRAL FLORIDA KIDNEY CENTERS,Chain Organization_DAVITA,"Chain Organization_DIALYSIS ASSOCIATES, LLC","Chain Organization_DIALYSIS CLINIC, INC.",Chain Organization_DIALYSPA,Chain Organization_DIVERSIFIED SPECIALTY INSTITUTES (DSI),Chain Organization_DREILING MEDICAL MANAGEMENT,Chain Organization_FRESENIUS MEDICAL CARE,Chain Organization_FUTURE CARE,Chain Organization_GAMBRO HEALTHCARE,Chain Organization_GREENFIELD HEALTH SYSTEMS,Chain Organization_GUNDERSEN LUTHERAN,"Chain Organization_HEMODIALYSIS, INC.",Chain Organization_INDEPENDENT,Chain Organization_INDEPENDENT DIALYSIS FOUNDATION (IDF),Chain Organization_INNOVATIVE DIALYSIS SYSTEMS,Chain Organization_INTERMOUNTAIN HEALTHCARE,Chain Organization_KAISER PERMANENTE,"Chain Organization_KIDNEY CENTER, INC.",Chain Organization_LIBERTY DIALYSIS HAWAII,Chain Organization_MAYO CLINIC DIALYSIS,Chain Organization_NATIONAL RENAL CARE,Chain Organization_NATIONAL RENAL INSTITUTES,Chain Organization_NORTH CENTRAL PENNSYLVANIA DIALYSIS CLI,Chain Organization_NORTHWEST KIDNEY CENTERS,Chain Organization_NRAA,Chain Organization_OLYMPIC PENINSULA KIDNEY CENTERS,Chain Organization_Other,Chain Organization_PHYSICIANS CHOICE DIALYSIS,Chain Organization_PHYSICIANS DIALYSIS,Chain Organization_PUGET SOUND KIDNEY CENTERS,Chain Organization_PURE LIFE RENAL,"Chain Organization_RED ROCKS DIALYSIS, LLC",Chain Organization_RELIANT RENAL CARE,Chain Organization_RENAL ADVANTAGE,Chain Organization_RENAL CARE GROUP INC.,Chain Organization_RENAL CARE PARTNERS,Chain Organization_RENAL RESEARCH INSTITUTE,Chain Organization_RENAL VENTURES MANAGEMENT,Chain Organization_SANFORD HEALTH,Chain Organization_SANKAR NEPHROLOGY GROUP,Chain Organization_SATELLITE DIALYSIS,Chain Organization_SATELLITE HEALTHCARE,Chain Organization_SCOTT & WHITE MEMORIAL HOSPITAL,Chain Organization_STATE OWNED,Chain Organization_TARRANT DIALYSIS CENTERS,Chain Organization_UNIVERSITY OF MICHIGAN,Chain Organization_UNIVERSITY OF UTAH DIALYSIS PROGRAM,Chain Organization_UPMC HEALTH SYSTEM,"Chain Organization_US RENAL CARE, INC.",Chain Organization_VETERANS ADMINISTRATION,Chain Organization_WAKE FOREST UNIVERSITY,Mortality Rate Standardized,Readmission Rate Standardized,Hospitalization Rate Standardized,Standard Infection Ratio Standardized,Transfusion Rate Standardized,Fistula Rate Standardized
20,9,4,1,1,0,19,1,1,1,7.0,3.0,99.0,2.0,4.0,22.0,31.0,22.0,21.0,19.1,29.5,209.3,1.36,10.0,66.2,14.0,0.76,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5345430244639303,0.3697907866590788,0.4705815252937889,1.012326854040823,-0.7052562212771649,0.30998710701691745
21,9,5,1,1,0,13,1,0,0,20.0,0.0,99.0,1.0,4.0,20.0,50.0,16.0,10.0,18.3,22.5,210.0,0.5,0.0,64.0,5.0,0.9983750912186796,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.674434465496636,-0.5853862955837705,0.4851664237481417,-0.40994586508751224,-1.3547680986009158,0.09830780352523757
22,16,4,1,1,0,14,1,1,1,13.0,0.0,96.0,2.0,4.0,26.0,31.0,23.0,16.0,21.5,24.3,179.1,0.0,22.9,75.5,11.0,0.71,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.11486870136581405,-0.33976933157846634,-0.15865266516544194,-1.2368486087667767,0.13261410047047376,1.204813253595381
23,4,3,1,1,0,13,1,0,0,7.0,3.0,97.0,3.0,13.0,20.0,35.0,22.0,10.0,19.6,27.4,180.5,0.5,16.9,68.9,11.0,0.9983750912186796,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4471108738184894,0.08323766198622379,-0.12948286825673577,-0.40994586508751224,-0.25709302592377686,0.5697753431203427
24,4,5,1,1,0,13,1,0,0,36.0,0.0,94.0,1.0,8.0,27.0,22.0,26.0,17.0,22.15690195493202,26.78999412283273,78.9,0.95,20.858249801113786,66.2,9.0,0.9983750912186796,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1803613107470157e-14,-7.756504424596392e-15,-2.2463767010599747,0.3342666042238258,1.1537648655557416e-15,0.30998710701691745
25,8,3,1,1,0,21,1,0,0,24.0,0.0,98.0,2.0,11.0,24.0,28.0,24.0,14.0,22.6,38.0,221.7,0.6,38.6,57.2,9.0,0.0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0774820300541563,1.5296486722396816,0.728942583628042,-0.24456531635165935,1.152347747868763,-0.5559736799944992
26,8,3,1,1,0,0,0,1,1,39.0,2.0,23.0,6.0,7.0,20.0,23.0,26.0,25.0,7.2,28.5,194.5,0.7478803391457355,19.5,45.2,20.0,0.9983750912186796,37.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.6154282098254256,0.23333691776724316,0.16221510083032473,-1.6524836372851807e-15,-0.08821993781960148,-1.710588062676388
27,5,5,1,1,0,13,1,1,1,0.0,0.0,100.0,0.0,8.0,24.0,36.0,15.0,17.0,25.8,32.5,192.4,2.11,6.6,82.8,11.0,0.9983750912186796,31.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6370477941849783,0.7791523933345856,0.11846040546726576,2.2526809695597194,-0.9260902595672403,1.907203669726863
28,18,4,1,1,1,24,1,1,0,15.0,0.0,96.0,1.0,6.0,28.0,32.0,19.0,15.0,21.7,24.2,174.0,0.96,20.7,72.1,14.0,0.37,19.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.07989584110763778,-0.3534147184676501,-0.26491406819001384,0.35080465909741115,-0.010278512540751416,0.877672511835512
29,18,4,1,1,0,30,1,0,1,23.0,0.0,96.0,2.0,7.0,27.0,35.0,20.0,11.0,19.2,23.2,248.1,0.15,31.1,75.7,12.0,0.41,13.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5170565943348425,-0.48986858735948574,1.279001611049356,-0.9887777856629975,0.6652138398759497,1.2240568266400795
30,18,1,1,1,1,24,1,0,0,18.0,0.0,95.0,5.0,11.0,28.0,26.0,17.0,18.0,27.0,30.3,153.3,1.15,26.2,56.1,31.0,0.0,11.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8468849557340364,0.4789538817725474,-0.6962103510544531,0.6650277016955316,0.34695301998731165,-0.6618133317403391
31,18,5,1,1,0,25,1,1,0,14.0,0.0,97.0,0.0,8.0,26.0,36.0,16.0,14.0,13.9,28.0,154.3,2.44,27.3,66.5,10.0,0.9983750912186796,29.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.4438373911765165,0.16510998332132537,-0.6753747818339487,2.7984367803880343,0.41839932649292433,0.3388524665839644
32,17,3,1,1,0,13,1,1,0,19.822157434402328,0.22326223722571736,96.6156920799408,2.101332593003886,8.095079695079695,24.658073458073453,31.062785862785862,21.98655578655579,14.193485793485793,22.15690195493202,26.78999412283273,186.71451071897386,0.7478803391457355,20.858249801113786,62.97827910339826,12.543167028199566,0.9983750912186796,18.93018946781831,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.1803613107470157e-14,-7.756504424596392e-15,1.0067102401438132e-14,-1.6524836372851807e-15,1.1537648655557416e-15,-1.2989711985130185e-14
33,14,2,1,1,0,24,1,1,0,19.822157434402328,0.22326223722571736,77.0,36.0,12.0,29.0,19.0,14.0,26.0,22.15690195493202,31.2,273.6,0.7478803391457355,20.858249801113786,23.3,23.0,0.9983750912186796,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1803613107470157e-14,0.6017623637751992,1.8103086261722168,-1.6524836372851807e-15,1.1537648655557416e-15,-3.817759311070836
34,14,3,1,1,0,20,1,0,0,19.822157434402328,0.22326223722571736,99.0,1.0,10.0,24.0,31.0,20.0,15.0,22.15690195493202,26.78999412283273,186.71451071897386,0.7478803391457355,20.858249801113786,50.4,17.0,0.9983750912186796,24.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1803613107470157e-14,-7.756504424596392e-15,1.0067102401438132e-14,-1.6524836372851807e-15,1.1537648655557416e-15,-1.2102551635142367
35,7,3,1,1,0,20,1,1,0,65.0,0.0,73.0,1.0,7.0,25.0,31.0,23.0,14.0,15.5,36.5,201.5,0.65,30.3,61.2,12.0,0.61,6.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1640545091111054,1.3249678689019282,0.30806408537385493,-0.16187504198373281,0.6132528896900497,-0.17110221910053622
36,7,3,1,1,0,20,1,0,0,0.0,0.0,97.0,3.0,4.0,21.0,39.0,21.0,15.0,28.5,38.8,194.1,0.52,5.5,73.6,6.0,0.9983750912186796,2.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1091814076703592,1.6388117673531497,0.15388087314212287,-0.3768697553403416,-0.9975365660728529,1.021999309670748
37,6,3,1,1,0,11,1,1,1,19.822157434402328,0.22326223722571736,96.6156920799408,2.101332593003886,8.095079695079695,24.658073458073453,31.062785862785862,21.98655578655579,14.193485793485793,22.15690195493202,26.78999412283273,186.71451071897386,0.7478803391457355,20.858249801113786,62.97827910339826,12.543167028199566,0.9983750912186796,18.93018946781831,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1803613107470157e-14,-7.756504424596392e-15,1.0067102401438132e-14,-1.6524836372851807e-15,1.1537648655557416e-15,-1.2989711985130185e-14
38,12,2,1,1,0,24,1,1,0,15.0,0.0,96.0,1.0,5.0,22.0,37.0,23.0,13.0,23.2,26.0,147.6,0.57,28.9,44.9,9.0,1.53,7.9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.18240061082868506,-0.10779775446234588,-0.814973095611328,-0.29417948097241525,0.5223212268647244,-1.7394534222434357
39,6,5,1,0,0,14,1,0,0,15.0,0.0,91.0,0.0,15.0,15.0,21.0,28.0,21.0,14.5,48.8,237.7,0.95,5.6,70.1,1.0,0.9983750912186796,5.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3389188104019873,3.0033504562715057,1.062311691156111,0.3342666042238258,-0.9910414472996154,0.6852367813885305
40,17,5,0,1,1,24,1,1,0,11.0,0.0,98.0,2.0,6.0,23.0,29.0,29.0,13.0,28.2,12.4,206.0,0.64,12.3,77.1,10.0,2.23,46.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0567221172830945,-1.9635703713913102,0.4018241468661244,-0.17841309685731813,-0.5558684894927022,1.3587618379529656
41,4,3,1,1,0,12,1,0,0,19.822157434402328,0.22326223722571736,96.6156920799408,2.101332593003886,8.095079695079695,24.658073458073453,31.062785862785862,21.98655578655579,14.193485793485793,22.15690195493202,26.78999412283273,186.71451071897386,0.7478803391457355,20.858249801113786,62.97827910339826,12.543167028199566,0.9983750912186796,18.93018946781831,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1803613107470157e-14,-7.756504424596392e-15,1.0067102401438132e-14,-1.6524836372851807e-15,1.1537648655557416e-15,-1.2989711985130185e-14
42,8,3,1,1,0,18,1,1,1,19.0,0.0,97.0,1.0,7.0,19.0,28.0,26.0,19.0,26.9,21.2,214.0,1.9,28.3,50.3,11.0,0.44,22.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.829398525604948,-0.762776325143157,0.5685087006301589,1.9053818172144286,0.48335051422529945,-1.2198769500365858
43,6,5,1,1,0,17,1,0,0,22.0,0.0,97.0,2.0,6.0,27.0,37.0,17.0,13.0,17.8,30.4,175.0,1.66,2.6,58.6,9.0,1.92,25.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.761866616142077,0.49259926866173065,-0.24407849896950953,1.5084685002483815,-1.1858950104967405,-0.4212686686816123
44,12,5,0,0,0,4,1,0,0,19.822157434402328,0.22326223722571736,95.0,1.0,4.0,28.0,27.0,31.0,10.0,11.5,0.0,116.1,0.7478803391457355,20.858249801113786,84.9,3.0,0.9983750912186796,13.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8635117142746331,-3.655598345650072,-1.471293526057214,-1.6524836372851807e-15,1.1537648655557416e-15,2.1092611866961946
45,11,3,1,1,1,22,1,0,0,27.0,0.0,98.0,2.0,5.0,18.0,36.0,22.0,18.0,23.6,35.7,252.0,0.72,26.7,69.9,13.0,0.92,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2523463313450382,1.21580477378846,1.360260331009323,-0.04610865786863585,0.3794286138534992,0.6659932083438335
46,6,5,1,1,0,17,1,1,1,17.0,0.0,99.0,5.0,4.0,20.0,32.0,23.0,22.0,15.7,23.3,196.4,1.39,9.1,76.1,7.0,2.13,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1290816488529292,-0.476223200470302,0.20180268234928303,1.0619410186615785,-0.7637122902363025,1.262543972729475
47,10,4,1,1,1,20,1,0,0,7.0,0.0,97.0,0.0,7.0,22.0,27.0,26.0,18.0,30.0,18.9,241.4,1.64,4.9,65.7,11.0,2.36,23.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3714778596066821,-1.076620223594379,1.1394032972719774,1.475392390501211,-1.036507278712278,0.2618781744051721
48,7,3,1,1,1,27,1,1,0,6.0,0.0,100.0,4.0,6.0,21.0,28.0,31.0,14.0,19.7,25.7,178.5,0.6,42.1,58.7,8.0,0.9983750912186796,25.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4296244436894016,-0.14873391512989667,-0.17115400669774442,-0.24456531635165935,1.3796769049320758,-0.41164688215926304
49,1,5,0,1,0,13,1,1,0,7.0,0.0,98.0,1.0,6.0,26.0,37.0,25.0,6.0,12.5,25.9,115.3,0.63,0.0,83.8,7.0,0.9983750912186796,33.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.6886474129837512,-0.12144314135152964,-1.4879619814336176,-0.1949511517309034,-1.3547680986009158,2.0034215349503537
